Store_ID,Dept,Weekly_Sales,IsHoliday,CPI,Unemployment,Month
1,8,37334.83,1,211.2421698,8.106,2.0
1,81,30694.25,1,211.2421698,8.106,2.0
1,25,13268.75,1,211.2421698,8.106,2.0
1,94,62329.48,1,211.2421698,8.106,2.0
1,40,60828.25,1,211.2421698,8.106,2.0
1,26,10050.92,1,211.2421698,8.106,2.0
1,97,33874.47,1,211.2421698,8.106,2.0
1,38,94136.35,1,211.2421698,8.106,2.0
1,74,11857.96,1,211.2421698,8.106,2.0
1,10,31494.77,1,211.2421698,8.106,2.0
1,34,12852.83,1,211.2421698,8.106,2.0
1,22,14807.95,1,211.2421698,8.106,2.0
1,91,66937.0,1,211.2421698,8.106,2.0
1,95,111390.36,1,215.65816739181173,8.106,2.0
1,2,44682.74,1,211.2421698,8.106,2.0
1,90,79455.64,1,211.2421698,8.106,2.0
1,1,46039.49,1,211.2421698,8.106,2.0
1,16,11873.89,1,211.2421698,8.106,2.0
1,18,19006.5,1,211.2421698,8.106,2.0
1,67,17614.47,1,211.2421698,8.106,2.0
1,92,143081.42,1,211.2421698,8.106,2.0
1,72,79636.32,1,211.2421698,8.106,2.0
1,3,11523.47,0,211.2891429,8.106,2.0
1,93,62581.64,0,211.2891429,8.106,2.0
1,8,38717.6,0,211.2891429,8.106,2.0
1,7,19985.2,0,211.2891429,8.106,2.0
1,97,31585.78,0,211.2891429,8.106,2.0
1,13,37857.68,0,211.2891429,8.106,2.0
1,79,34141.62,0,211.2891429,8.106,2.0
1,80,15918.98,0,211.2891429,8.106,2.0
1,98,12087.95,0,211.2891429,8.106,2.0
1,25,10271.25,0,211.2891429,8.106,2.0
1,87,33593.8,0,211.2891429,8.106,2.0
1,17,13485.61,0,211.2891429,8.106,2.0
1,38,98672.59,0,211.2891429,8.106,2.0
1,74,13917.2,0,211.2891429,8.106,2.0
1,5,26468.27,0,211.2891429,8.106,2.0
1,81,28784.91,0,211.2891429,8.106,2.0
1,4,36826.95,0,211.2891429,8.106,2.0
1,32,20275.45,0,211.2891429,8.106,2.0
1,14,17491.36,0,211.2891429,8.106,2.0
1,9,15880.85,0,211.2891429,8.106,2.0
1,55,17404.53,0,211.2891429,8.106,2.0
1,16,13855.54,0,211.2891429,8.106,2.0
1,2,47928.89,0,211.2891429,8.106,2.0
1,18,17623.72,0,211.2891429,8.106,2.0
1,94,72212.32,0,211.2891429,8.106,2.0
1,40,68569.53,0,211.2891429,8.106,2.0
1,49,16736.17,0,211.2891429,8.106,2.0
1,1,41595.55,0,211.2891429,8.106,2.0
1,11,18706.21,0,211.2891429,8.106,2.0
1,82,20195.2,0,211.2891429,8.106,2.0
1,46,22414.94,0,211.2891429,8.106,2.0
1,10,29634.13,0,211.2891429,8.106,2.0
1,34,13006.5,0,211.2891429,8.106,2.0
1,26,10547.6,0,211.2891429,8.106,2.0
1,72,72377.79,0,211.2891429,8.106,2.0
1,23,21381.85,0,211.2891429,8.106,2.0
1,91,63011.44,0,211.2891429,8.106,2.0
1,22,12290.16,0,211.2891429,8.106,2.0
1,90,76091.36,0,211.2891429,8.106,2.0
1,95,107952.07,0,211.2891429,8.106,2.0
1,92,135066.75,0,211.2891429,8.106,2.0
1,67,16411.69,0,211.2891429,8.106,2.0
1,79,33309.85,0,211.3196429,8.106,2.0
1,49,16245.13,0,211.3196429,8.106,2.0
1,98,10871.74,0,211.3196429,8.106,2.0
1,8,35318.2,0,211.3196429,8.106,2.0
1,17,10667.06,0,211.3196429,8.106,2.0
1,3,11135.17,0,211.3196429,8.106,2.0
1,93,57630.02,0,211.3196429,8.106,2.0
1,55,16708.1,0,211.3196429,8.106,2.0
1,34,12005.0,0,211.3196429,8.106,2.0
1,13,37467.32,0,211.3196429,8.106,2.0
1,5,24101.89,0,211.3196429,8.106,2.0
1,38,92755.59,0,211.3196429,8.106,2.0
1,74,13330.89,0,211.3196429,8.106,2.0
1,2,44292.87,0,211.3196429,8.106,2.0
1,4,34660.16,0,211.3196429,8.106,2.0
1,25,10218.67,0,211.3196429,8.106,2.0
1,7,17224.22,0,211.3196429,8.106,2.0
1,40,64328.29,0,211.3196429,8.106,2.0
1,97,28457.31,0,211.3196429,8.106,2.0
1,23,17798.37,0,211.3196429,8.106,2.0
1,82,19023.33,0,211.3196429,8.106,2.0
1,16,12881.02,0,211.3196429,8.106,2.0
1,87,32299.49,0,211.3196429,8.106,2.0
1,11,17306.61,0,211.3196429,8.106,2.0
1,10,27921.96,0,211.3196429,8.106,2.0
1,94,55501.07,0,211.3196429,8.106,2.0
1,80,15673.94,0,211.3196429,8.106,2.0
1,9,15175.52,0,211.3196429,8.106,2.0
1,91,57335.17,0,211.3196429,8.106,2.0
1,1,19403.54,0,211.3196429,8.106,2.0
1,14,16118.26,0,211.3196429,8.106,2.0
1,95,103652.58,0,211.3196429,8.106,2.0
1,46,18099.75,0,211.3196429,8.106,2.0
1,81,28213.79,0,211.3196429,8.106,2.0
1,72,55590.73,0,211.3196429,8.106,2.0
1,90,71718.48,0,211.3196429,8.106,2.0
1,92,125048.08,0,211.3196429,8.106,2.0
1,8,38776.09,0,211.3501429,8.106,3.0
1,79,42931.77,0,211.3501429,8.106,3.0
1,98,10903.65,0,211.3501429,8.106,3.0
1,3,12275.58,0,211.3501429,8.106,3.0
1,25,10345.5,0,211.3501429,8.106,3.0
1,5,23082.14,0,211.3501429,8.106,3.0
1,82,19974.91,0,211.3501429,8.106,3.0
1,7,19659.7,0,211.3501429,8.106,3.0
1,93,63550.08,0,211.3501429,8.106,3.0
1,16,17129.81,0,211.3501429,8.106,3.0
1,49,16445.28,0,211.3501429,8.106,3.0
1,1,21827.9,0,211.3501429,8.106,3.0
1,11,19082.9,0,211.3501429,8.106,3.0
1,38,108282.86,0,211.3501429,8.106,3.0
1,2,48397.98,0,211.3501429,8.106,3.0
1,10,33299.27,0,211.3501429,8.106,3.0
1,80,15680.71,0,211.3501429,8.106,3.0
1,97,31576.47,0,211.3501429,8.106,3.0
1,91,62755.71,0,211.3501429,8.106,3.0
1,23,18993.69,0,211.3501429,8.106,3.0
1,81,29957.47,0,211.3501429,8.106,3.0
1,95,112807.75,0,211.3501429,8.106,3.0
1,34,12571.5,0,211.3501429,8.106,3.0
1,4,38086.19,0,211.3501429,8.106,3.0
1,90,78081.85,0,211.3501429,8.106,3.0
1,17,12657.65,0,211.3501429,8.106,3.0
1,72,65525.74,0,211.3501429,8.106,3.0
1,14,18268.78,0,211.3501429,8.106,3.0
1,13,40423.95,0,211.3501429,8.106,3.0
1,40,67000.83,0,211.3501429,8.106,3.0
1,74,13824.33,0,211.3501429,8.106,3.0
1,9,24064.7,0,211.3501429,8.106,3.0
1,46,20565.45,0,211.3501429,8.106,3.0
1,12,10239.06,0,211.3501429,8.106,3.0
1,87,30800.98,0,211.3501429,8.106,3.0
1,55,16120.04,0,211.3501429,8.106,3.0
1,92,132945.44,0,211.3501429,8.106,3.0
1,94,59201.37,0,211.3501429,8.106,3.0
1,3,10123.45,0,211.3806429,8.106,3.0
1,25,10705.75,0,211.3806429,8.106,3.0
1,97,31197.12,0,211.3806429,8.106,3.0
1,4,32668.67,0,211.3806429,8.106,3.0
1,81,29272.13,0,211.3806429,8.106,3.0
1,2,43751.94,0,211.3806429,8.106,3.0
1,80,14708.62,0,211.3806429,8.106,3.0
1,7,21529.14,0,211.3806429,8.106,3.0
1,79,31669.24,0,211.3806429,8.106,3.0
1,1,21043.39,0,211.3806429,8.106,3.0
1,38,98175.35,0,211.3806429,8.106,3.0
1,5,21498.92,0,211.3806429,8.106,3.0
1,72,45046.81,0,211.3806429,8.106,3.0
1,16,23766.82,0,211.3806429,8.106,3.0
1,98,10819.46,0,211.3806429,8.106,3.0
1,95,112048.41,0,211.3806429,8.106,3.0
1,49,13267.5,0,211.3806429,8.106,3.0
1,82,18201.88,0,211.3806429,8.106,3.0
1,91,63668.62,0,211.3806429,8.106,3.0
1,55,14410.07,0,211.3806429,8.106,3.0
1,46,18114.67,0,211.3806429,8.106,3.0
1,17,12793.17,0,211.3806429,8.106,3.0
1,94,61326.35,0,211.3806429,8.106,3.0
1,14,15331.75,0,211.3806429,8.106,3.0
1,22,10372.48,0,211.3806429,8.106,3.0
1,11,17864.32,0,211.3806429,8.106,3.0
1,93,63593.12,0,211.3806429,8.106,3.0
1,23,17426.63,0,211.3806429,8.106,3.0
1,9,25605.58,0,211.3806429,8.106,3.0
1,10,28208.0,0,211.3806429,8.106,3.0
1,8,34342.64,0,211.3806429,8.106,3.0
1,13,35833.07,0,211.3806429,8.106,3.0
1,92,124418.65,0,211.3806429,8.106,3.0
1,87,18911.79,0,211.3806429,8.106,3.0
1,40,59799.42,0,211.3806429,8.106,3.0
1,74,12253.4,0,211.3806429,8.106,3.0
1,12,12386.15,0,211.3806429,8.106,3.0
1,34,11709.0,0,211.3806429,8.106,3.0
1,90,73943.62,0,211.3806429,8.106,3.0
1,2,43615.49,0,211.215635,8.106,3.0
1,16,41742.21,0,211.215635,8.106,3.0
1,81,30287.91,0,211.215635,8.106,3.0
1,56,11836.32,0,211.215635,8.106,3.0
1,79,32604.49,0,211.215635,8.106,3.0
1,97,31733.15,0,211.215635,8.106,3.0
1,80,15871.19,0,211.215635,8.106,3.0
1,49,11201.0,0,211.215635,8.106,3.0
1,1,22136.64,0,211.215635,8.106,3.0
1,14,12738.78,0,211.215635,8.106,3.0
1,72,41069.55,0,211.215635,8.106,3.0
1,7,22711.59,0,211.215635,8.106,3.0
1,38,71165.72,0,211.215635,8.106,3.0
1,55,14590.87,0,211.215635,8.106,3.0
1,13,36807.21,0,211.215635,8.106,3.0
1,23,20132.03,0,211.215635,8.106,3.0
1,95,117716.13,0,211.215635,8.106,3.0
1,4,34118.11,0,211.215635,8.106,3.0
1,98,11323.78,0,211.215635,8.106,3.0
1,92,127434.37,0,211.215635,8.106,3.0
1,17,11097.8,0,211.215635,8.106,3.0
1,82,18348.98,0,211.215635,8.106,3.0
1,93,62781.44,0,211.215635,8.106,3.0
1,74,11792.55,0,211.215635,8.106,3.0
1,25,12213.5,0,211.215635,8.106,3.0
1,9,33367.99,0,211.215635,8.106,3.0
1,94,64718.53,0,211.215635,8.106,3.0
1,11,19738.42,0,211.215635,8.106,3.0
1,40,57384.35,0,211.215635,8.106,3.0
1,46,18317.46,0,211.215635,8.106,3.0
1,34,13394.0,0,211.215635,8.106,3.0
1,91,63250.87,0,211.215635,8.106,3.0
1,12,12917.55,0,211.215635,8.106,3.0
1,10,33731.81,0,211.215635,8.106,3.0
1,90,76760.92,0,211.215635,8.106,3.0
1,87,28002.01,0,211.215635,8.106,3.0
1,8,34188.52,0,211.215635,8.106,3.0
1,5,22632.57,0,211.215635,8.106,3.0
1,79,29223.39,0,211.0180424,8.106,3.0
1,4,33872.07,0,211.0180424,8.106,3.0
1,55,11836.92,0,211.0180424,8.106,3.0
1,3,10366.85,0,211.0180424,8.106,3.0
1,97,30294.48,0,211.0180424,8.106,3.0
1,91,55614.69,0,211.0180424,8.106,3.0
1,16,26679.52,0,211.0180424,8.106,3.0
1,25,13876.5,0,211.0180424,8.106,3.0
1,2,41892.55,0,211.0180424,8.106,3.0
1,23,19105.92,0,211.0180424,8.106,3.0
1,1,26229.21,0,211.0180424,8.106,3.0
1,94,59159.95,0,211.0180424,8.106,3.0
1,49,11310.4,0,211.0180424,8.106,3.0
1,13,35431.73,0,211.0180424,8.106,3.0
1,95,113117.35,0,211.0180424,8.106,3.0
1,81,29871.06,0,211.0180424,8.106,3.0
1,80,14385.66,0,211.0180424,8.106,3.0
1,14,12832.47,0,211.0180424,8.106,3.0
1,9,27897.97,0,211.0180424,8.106,3.0
1,7,16254.21,0,211.0180424,8.106,3.0
1,11,17592.13,0,211.0180424,8.106,3.0
1,74,10604.88,0,211.0180424,8.106,3.0
1,98,10063.69,0,211.0180424,8.106,3.0
1,46,16803.77,0,211.0180424,8.106,3.0
1,5,38971.89,0,211.0180424,8.106,3.0
1,12,11865.53,0,211.0180424,8.106,3.0
1,72,40796.33,0,211.0180424,8.106,3.0
1,93,55082.4,0,211.0180424,8.106,3.0
1,40,57837.28,0,211.0180424,8.106,3.0
1,38,95855.41,0,211.0180424,8.106,3.0
1,10,31406.96,0,211.0180424,8.106,3.0
1,82,16479.16,0,211.0180424,8.106,3.0
1,92,116688.75,0,211.0180424,8.106,3.0
1,87,23926.34,0,211.0180424,8.106,3.0
1,8,24272.506712253282,0,211.0180424,8.106,3.0
1,85,24272.506712253282,0,211.0180424,8.106,3.0
1,6,24272.506712253282,0,211.0180424,8.106,3.0
1,32,24272.506712253282,0,211.0180424,8.106,3.0
1,90,71666.24,0,211.0180424,8.106,3.0
1,2,47450.5,0,210.8204499,7.808,4.0
1,55,13435.38,0,210.8204499,7.808,4.0
1,3,11157.08,0,210.8204499,7.808,4.0
1,7,22427.62,0,210.8204499,7.808,4.0
1,49,12755.33,0,210.8204499,7.808,4.0
1,79,40910.94,0,210.8204499,7.808,4.0
1,72,50079.67,0,210.8204499,7.808,4.0
1,13,38104.53,0,210.8204499,7.808,4.0
1,9,25435.02,0,210.8204499,7.808,4.0
1,16,46060.69,0,210.8204499,7.808,4.0
1,4,37809.49,0,210.8204499,7.808,4.0
1,80,14810.01,0,210.8204499,7.808,4.0
1,87,32893.64,0,210.8204499,7.808,4.0
1,74,10625.15,0,210.8204499,7.808,4.0
1,95,111466.37,0,210.8204499,7.808,4.0
1,18,17916.41,0,210.8204499,7.808,4.0
1,1,57258.43,0,210.8204499,7.808,4.0
1,56,13928.36,0,210.8204499,7.808,4.0
1,25,14964.5,0,210.8204499,7.808,4.0
1,12,12033.5,0,210.8204499,7.808,4.0
1,34,10282.66,0,210.8204499,7.808,4.0
1,97,30149.2,0,210.8204499,7.808,4.0
1,11,21762.46,0,210.8204499,7.808,4.0
1,93,63245.0,0,210.8204499,7.808,4.0
1,23,18666.57,0,210.8204499,7.808,4.0
1,14,14333.75,0,210.8204499,7.808,4.0
1,40,62278.04,0,210.8204499,7.808,4.0
1,92,126907.41,0,210.8204499,7.808,4.0
1,5,29967.92,0,210.8204499,7.808,4.0
1,91,57845.36,0,210.8204499,7.808,4.0
1,38,101566.87,0,210.8204499,7.808,4.0
1,8,38151.58,0,210.8204499,7.808,4.0
1,90,77280.42,0,210.8204499,7.808,4.0
1,94,66172.11,0,210.8204499,7.808,4.0
1,81,29649.34,0,210.8204499,7.808,4.0
1,10,31794.04,0,210.8204499,7.808,4.0
1,98,14740.14,0,210.8204499,7.808,4.0
1,46,19053.49,0,210.8204499,7.808,4.0
1,82,17695.89,0,210.8204499,7.808,4.0
1,79,37815.5,0,210.6228574,7.808,4.0
1,3,10179.29,0,210.6228574,7.808,4.0
1,16,52976.67,0,210.6228574,7.808,
1,34,13863.66,0,210.6228574,7.808,
1,74,10895.18,0,210.6228574,7.808,
1,1,42960.91,0,210.6228574,7.808,
1,9,26113.67,0,210.6228574,7.808,
1,13,37638.44,0,210.6228574,7.808,
1,92,129466.97,0,210.6228574,7.808,4.0
1,5,18516.45,0,210.6228574,7.808,4.0
1,38,98689.46,0,210.6228574,7.808,4.0
1,95,116770.82,0,210.6228574,7.808,4.0
1,2,46549.73,0,210.6228574,7.808,4.0
1,93,66795.56,0,210.6228574,7.808,4.0
1,14,12874.07,0,210.6228574,7.808,4.0
1,40,59141.39,0,210.6228574,7.808,4.0
1,87,29922.64,0,210.6228574,7.808,4.0
1,97,32544.27,0,210.6228574,7.808,4.0
1,80,16418.64,0,210.6228574,7.808,4.0
1,23,21678.02,0,210.6228574,7.808,4.0
1,94,69441.1,0,210.6228574,7.808,4.0
1,7,20516.64,0,210.6228574,7.808,4.0
1,72,43346.92,0,210.6228574,7.808,4.0
1,12,10109.0,0,210.6228574,7.808,4.0
1,81,30023.4,0,210.6228574,7.808,4.0
1,8,34145.96,0,210.6228574,7.808,4.0
1,55,11185.09,0,210.6228574,7.808,4.0
1,98,12217.58,0,210.6228574,7.808,4.0
1,25,12906.0,0,210.6228574,7.808,4.0
1,10,32486.28,0,210.6228574,7.808,4.0
1,11,22186.81,0,210.6228574,7.808,4.0
1,4,36174.43,0,210.6228574,7.808,4.0
1,91,60177.2,0,210.6228574,7.808,4.0
1,82,17678.66,0,210.6228574,7.808,4.0
1,90,75592.52,0,210.6228574,7.808,4.0
1,46,17682.48,0,210.6228574,7.808,4.0
1,56,13987.13,0,210.6228574,7.808,4.0
1,97,33866.82,0,210.4887,7.808,4.0
1,25,12360.85,0,210.4887,7.808,4.0
1,2,45025.02,0,210.4887,7.808,4.0
1,87,31171.25,0,210.4887,7.808,4.0
1,16,59543.22,0,210.4887,7.808,4.0
1,13,36663.26,0,210.4887,7.808,4.0
1,5,11570.27,0,210.4887,7.808,4.0
1,23,19811.02,0,210.4887,7.808,4.0
1,14,12309.14,0,210.4887,7.808,4.0
1,34,13632.64,0,210.4887,7.808,4.0
1,92,128626.08,0,210.4887,7.808,4.0
1,7,19330.26,0,210.4887,7.808,4.0
1,93,67716.6,0,210.4887,7.808,4.0
1,95,126341.84,0,210.4887,7.808,4.0
1,98,10791.63,0,210.4887,7.808,4.0
1,40,58400.17,0,210.4887,7.808,4.0
1,9,28782.86,0,210.4887,7.808,4.0
1,12,11187.99,0,210.4887,7.808,4.0
1,81,28518.47,0,210.4887,7.808,4.0
1,56,16347.63,0,210.4887,7.808,4.0
1,38,77602.0,0,210.4887,7.808,4.0
1,79,32135.69,0,210.4887,7.808,4.0
1,82,16566.09,0,210.4887,7.808,4.0
1,8,32890.54,0,210.4887,7.808,4.0
1,94,67420.53,0,210.4887,7.808,4.0
1,72,38711.22,0,210.4887,7.808,4.0
1,1,17596.96,0,210.4887,7.808,4.0
1,11,19991.95,0,210.4887,7.808,4.0
1,4,34740.19,0,210.4887,7.808,4.0
1,90,73155.28,0,210.4887,7.808,4.0
1,91,63631.89,0,210.4887,7.808,4.0
1,10,32134.61,0,210.4887,7.808,4.0
1,46,17394.72,0,210.4887,7.808,4.0
1,80,15583.62,0,210.4887,7.808,4.0
1,25,11295.45,0,210.4391228,7.808,4.0
1,49,12738.26,0,210.4391228,7.808,4.0
1,72,42222.53,0,210.4391228,7.808,4.0
1,95,110204.77,0,210.4391228,7.808,4.0
1,14,12749.37,0,210.4391228,7.808,4.0
1,34,12504.5,0,210.4391228,7.808,4.0
1,13,36058.1,0,210.4391228,7.808,4.0
1,2,44418.11,0,210.4391228,7.808,4.0
1,23,19377.76,0,210.4391228,7.808,4.0
1,98,10156.01,0,210.4391228,7.808,4.0
1,97,29464.0,0,210.4391228,7.808,4.0
1,7,18534.4,0,210.4391228,7.808,4.0
1,11,17349.9,0,210.4391228,7.808,4.0
1,87,30756.13,0,210.4391228,7.808,4.0
1,16,51604.72,0,210.4391228,7.808,4.0
1,94,60764.62,0,210.4391228,7.808,4.0
1,40,58623.36,0,210.4391228,7.808,4.0
1,12,11556.42,0,210.4391228,7.808,4.0
1,1,16145.35,0,210.4391228,7.808,4.0
1,93,55781.92,0,210.4391228,7.808,4.0
1,55,11082.83,0,210.4391228,7.808,4.0
1,82,16204.99,0,210.4391228,7.808,4.0
1,46,17825.26,0,210.4391228,7.808,4.0
1,9,24664.06,0,210.4391228,7.808,4.0
1,92,111703.46,0,210.4391228,7.808,4.0
1,5,24763.98,0,210.4391228,7.808,4.0
1,91,56051.87,0,210.4391228,7.808,4.0
1,79,28230.72,0,210.4391228,7.808,4.0
1,8,32946.13,0,210.4391228,7.808,4.0
1,81,27455.91,0,210.4391228,7.808,4.0
1,10,29091.15,0,210.4391228,7.808,4.0
1,4,33806.71,0,210.4391228,7.808,4.0
1,56,13262.63,0,210.4391228,7.808,4.0
1,90,68521.99,0,210.4391228,7.808,4.0
1,38,87205.88,0,210.4391228,7.808,4.0
1,80,14283.64,0,210.4391228,7.808,4.0
1,16,48858.08,0,210.3895456,7.808,4.0
1,1,16555.11,0,210.3895456,7.808,4.0
1,13,36717.2,0,210.3895456,7.808,4.0
1,9,24035.42,0,210.3895456,7.808,4.0
1,95,107648.14,0,210.3895456,7.808,4.0
1,25,11435.6,0,210.3895456,7.808,4.0
1,14,12172.32,0,210.3895456,7.808,4.0
1,87,31240.73,0,210.3895456,7.808,4.0
1,79,30450.45,0,210.3895456,7.808,4.0
1,23,18274.46,0,210.3895456,7.808,4.0
1,2,45971.3,0,210.3895456,7.808,4.0
1,55,11439.61,0,210.3895456,7.808,4.0
1,94,60744.62,0,210.3895456,7.808,4.0
1,72,38131.53,0,210.3895456,7.808,4.0
1,12,10651.84,0,210.3895456,7.808,4.0
1,34,10679.49,0,210.3895456,7.808,4.0
1,74,10712.5,0,210.3895456,7.808,4.0
1,8,34168.23,0,210.3895456,7.808,4.0
1,40,57805.71,0,210.3895456,7.808,4.0
1,7,22723.48,0,210.3895456,7.808,4.0
1,11,20001.75,0,210.3895456,7.808,4.0
1,93,55901.42,0,210.3895456,7.808,4.0
1,38,127811.89,0,210.3895456,7.808,4.0
1,97,29095.46,0,210.3895456,7.808,4.0
1,56,10546.89,0,210.3895456,7.808,4.0
1,4,33437.8,0,210.3895456,7.808,4.0
1,92,109579.6,0,210.3895456,7.808,4.0
1,5,22006.41,0,210.3895456,7.808,4.0
1,91,55068.72,0,210.3895456,7.808,4.0
1,10,30666.59,0,210.3895456,7.808,4.0
1,80,13879.7,0,210.3895456,7.808,4.0
1,81,28836.25,0,210.3895456,7.808,4.0
1,90,67584.03,0,210.3895456,7.808,4.0
1,82,17115.38,0,210.3895456,7.808,4.0
1,46,18120.31,0,210.3895456,7.808,4.0
1,13,40113.4,0,210.3399684,7.808,5.0
1,1,17413.94,0,210.3399684,7.808,5.0
1,9,27588.34,0,210.3399684,7.808,5.0
1,14,14460.84,0,210.3399684,7.808,5.0
1,95,125592.28,0,210.3399684,7.808,5.0
1,16,52933.2,0,210.3399684,7.808,5.0
1,55,11062.66,0,210.3399684,7.808,5.0
1,94,67595.65,0,210.3399684,7.808,5.0
1,49,14878.8,0,210.3399684,7.808,5.0
1,93,70383.0,0,210.3399684,7.808,5.0
1,2,47903.01,0,210.3399684,7.808,5.0
1,10,32902.69,0,210.3399684,7.808,5.0
1,40,61099.85,0,210.3399684,7.808,5.0
1,87,41094.12,0,210.3399684,7.808,5.0
1,79,44039.92,0,210.3399684,7.808,5.0
1,23,22172.27,0,210.3399684,7.808,5.0
1,74,11805.33,0,210.3399684,7.808,5.0
1,4,37168.34,0,210.3399684,7.808,5.0
1,46,19219.2,0,210.3399684,7.808,5.0
1,90,76733.25,0,210.3399684,7.808,5.0
1,81,31614.83,0,210.3399684,7.808,5.0
1,34,15135.17,0,210.3399684,7.808,5.0
1,97,34449.36,0,210.3399684,7.808,5.0
1,67,17902.17,0,210.3399684,7.808,5.0
1,56,11085.84,0,210.3399684,7.808,5.0
1,8,35393.78,0,210.3399684,7.808,5.0
1,80,15356.54,0,210.3399684,7.808,5.0
1,5,19260.44,0,210.3399684,7.808,5.0
1,25,11446.25,0,210.3399684,7.808,5.0
1,72,39104.1,0,210.3399684,7.808,5.0
1,7,20457.62,0,210.3399684,7.808,5.0
1,11,28928.31,0,210.3399684,7.808,5.0
1,38,107634.21,0,210.3399684,7.808,5.0
1,92,132217.62,0,210.3399684,7.808,5.0
1,12,12761.39,0,210.3399684,7.808,5.0
1,98,10972.91,0,210.3399684,7.808,5.0
1,82,17893.1,0,210.3399684,7.808,5.0
1,91,66019.35,0,210.3399684,7.808,5.0
1,94,78903.78,0,210.3374261,7.808,5.0
1,95,120247.9,0,210.3374261,7.808,5.0
1,23,19986.37,0,210.3374261,7.808,5.0
1,81,29631.17,0,210.3374261,7.808,5.0
1,49,12803.67,0,210.3374261,7.808,5.0
1,2,43675.61,0,210.3374261,7.808,5.0
1,40,54394.6,0,210.3374261,7.808,5.0
1,72,35355.34,0,210.3374261,7.808,5.0
1,1,18926.74,0,210.3374261,7.808,5.0
1,13,36499.93,0,210.3374261,7.808,5.0
1,46,18294.5,0,210.3374261,7.808,5.0
1,8,33131.69,0,210.3374261,7.808,5.0
1,87,34298.89,0,210.3374261,7.808,5.0
1,11,23301.17,0,210.3374261,7.808,5.0
1,74,10565.14,0,210.3374261,7.808,5.0
1,93,68273.13,0,210.3374261,7.808,5.0
1,90,73925.66,0,210.3374261,7.808,5.0
1,5,16891.66,0,210.3374261,7.808,5.0
1,16,44148.02,0,210.3374261,7.808,5.0
1,14,14678.22,0,210.3374261,7.808,5.0
1,38,91179.51,0,210.3374261,7.808,5.0
1,97,33943.35,0,210.3374261,7.808,5.0
1,17,10266.86,0,210.3374261,7.808,5.0
1,82,17814.39,0,210.3374261,7.808,5.0
1,7,18771.35,0,210.3374261,7.808,5.0
